"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Zimbabwe Independent (Harare)","","","Zimbabwe;Banana breaks silence","1454 words"," Africa News","","",
"South African Communication Service","","","South Africa;","934 words"," Africa News","","",
"Jabu Matsebula & Banele Ginindza, African Eye News Service (South Africa)","","","Swaziland;New Swazi tax Bill aimed at boosting revenue 38%","1094 words"," Africa News","","",
"Banele Ginindza & Jabu Matsebula, African Eye News Service (South Africa)","","","Business and Finance;Chinese get Swazi mining licence","880 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Phosa slammed for claiming credit for anti-corruption steps","1067 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Education development gets a R200 000 boost","267 words"," Africa News","","",
"Mzilikazi wa Afrika & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Millions lost to irregular homeland promotions","894 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Four bodies bring Mpumalanga rapes","614 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Students face expulsion because of department's tardiness","760 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Denver Communique: Support for Africa and Democracy","2827 words"," Africa News","","",
"Washington Office on Africa","","","United States and Africa; 'Disastrous' Summit Communique Angers Africa Advocates","1267 words"," Africa News","","",
"Douglas J. Tilton (Commentary), Washington Office on Africa","","","United States and Africa; Africa May Find Denver Looks Like Berlin","1227 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; G-7 Statement: Africa and the Global Economy","3720 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mabona's fate to be decided on Sunday","414 words"," Africa News","","",
"Michael Kariati, Zimbabwe Standard (Harare)","","","Sports - General;Tennis Association gears up for Zimbabwe Open","547 words"," Africa News","","",
"Michael Kariati, Zimbabwe Standard (Harare)","","","Sports - Soccer;Soccer League possibly defrauded of thousands","694 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Science and Health;Dangerous political connotations in ivory issue (Editorial)","547 words"," Africa News","","",
"David Mupfurutsa, Zimbabwe Standard (Harare)","","","Zimbabwe;Christians! Be wary of bogus preachers (Commentary)","1294 words"," Africa News","","",
"Zimbabwe Standard (Harare)","","","Science and Health;Timber syndicates destroy forests","320 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;Air force chief probed for attempted murder","294 words"," Africa News","","",
"Staff Writer, Zimbabwe Standard (Harare)","","","Zimbabwe;State drops Boka from tobacco board","1227 words"," Africa News","","",
"Wachira Kigotho, All Africa Press Service","","","Kenya;Violence Against Children In The Urban Jungle","2134 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Kenya;Child Prostitution Rampant Despite Outcry","2027 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Africa-at-Large;African Insecurity Looms Despite OAU Warning Over Coups","2347 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Anglican Church Leader In Appeal To Kenya Government","987 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Kenyan Church Publication Scoops Award","627 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Ugandan Government Commends Nun For Rescue Efforts","680 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;AACC General Secretary Addresses African Issues","747 words"," Africa News","","",
"All Africa Press Service","","","Zambia;Police Arrests Follow Church Squabbles","480 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Uganda Bishops Demand Action On Pornography","600 words"," Africa News","","",
"All Africa Press Service","","","Egypt;Suspected Muslim Killers Gunned Down","694 words"," Africa News","","",
"All Africa Press Service","","","Sierra Leone;Inter-Religious Council Denounces Coup In Sierra Leone","667 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;WCC Eighth Assembly Announces Change Of Date","654 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Botswana; Media Wants Deferral Of Mass Media Communications Bill","787 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Lesotho; Lesotho Ministry Accepts Draft Media Policy","694 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;ZSE Loses Steam As Financials Fall","267 words"," Africa News","","",
"Paul Ejime,, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;Unending Gasoline Crisis Fuels Frustration In Nigeria","734 words"," Africa News","","",
"Afeto Kuma, PANA Correspondent, Panafrican News Agency","","","Business and Finance;West Africa;Second Uemoa Summit Opens In Lome","387 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Africa Challenges World To Honour Earth Summit Pledges","587 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Leaders Meet To Assess Impact Of 1992 Earth Summit","680 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update","1120 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;The Sun ordered to pay Chisanga K20m","680 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Chongwe poisoned","734 words"," Africa News","","",
"Sundie Sinkala, Post of Zambia (Lusaka)","","","Zambia;Opposition advises judges to ignore 'bribe'","1440 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Frightened little men (Editorial)","1094 words"," Africa News","","",
"Sam Mujuda, Post of Zambia (Lusaka)","","","Zambia;Roma Girls teachers demand removal of headmistress","587 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Mozambique holds Zambia","494 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Judge Chanda attacks judiciary","440 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;LWSC loses K500m every month in unsettled bills","307 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;UTH surgeon leaves glove in breast","520 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;The Sun ordered to pay Chisanga K20m","680 words"," Africa News","","",
"Choongo Moonga, Times of Zambia (Lusaka)","","","Business and Finance;Zambia, Kenya airlines to confer","400 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Zambia;East unions form body","734 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Inflation to rise, says Lusaka Stock Exchange","307 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambia: Privatise Maamba Collieries - MUZ","454 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Unanswered Questions (Editorial)","600 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Ndola Council loses K200m","387 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Kaunda must explain - Sata","467 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Now Judge Chanda stands 'accused'","520 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Opposition tables talks demands","534 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Sports - Soccer;Zambian Fans' Spirits Dampened","187 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;Increase Of Bus Fares Hits Zambians Hard","227 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;Killing Of Policeman Renews Fears Of Insecurity","200 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;NGO Calls For Justice For Suspended Judge","214 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;Judges' Pay Increase Stirs Mixed Feelings","267 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;University Of Zambia Management Accused Of Incompetence","214 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Business and Finance;Zambian Workers Dread Sale Of Copper Mines","187 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;Internal Political Party Wrangling Rages On","627 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Zambia;Political Tensions On The Rise In Zambia","1774 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Malawi;Customs Wages War Against Drug Traffickers","427 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Science and Health;Baby With Born With Two Pairs Hands And Legs","200 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Malawi;MCP Disputes Three By-Election Results","600 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Business and Finance;Malawi Posts And Telecoms Defends Monopoly","280 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Malawi;Customs Impound Vehicles In Duty Evasion Crackdown","160 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Science and Health;U.S. Funds HIV/AIDS Activities In Malawi","267 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Business and Finance;Bio-Gas Solution For Malawi","800 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Egypt; Arrest of Leaders Egyptian Farmers' Group","1880 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Call to put off hearing of Hani killers' amnesty bid","560 words"," Africa News","","",
"Sharkey Isaacs, Cape Argus (Cape Town)","","","South Africa;Station upgrade a boost to bid - Nissen","400 words"," Africa News","","",
"Neil Mcmahon, Cape Argus (Cape Town)","","","South Africa;Francis, Dugmore, Schacherl: how we became a national joke","1574 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Harwill looks to new horizons after JSE listings","587 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;A wake-up call for Mr Bengu (Editorial)","454 words"," Africa News","","",
"Sabata Ngcai, Cape Argus (Cape Town)","","","South Africa;Writing's on board for private schools","2014 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;New hospital deaths row","947 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi's Car Imports Price War","2187 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi: Misnomer for Warm Heart of Africa","987 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi -- The Investment Climate","1280 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Science and Health;Malaria Drug Under Study In Blantyre","227 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Government Engages Expert To Investigate Wheat Dumping","294 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Crops Spur Malawi's Growth","974 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi -- Macro Economic Overview","1174 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Internet Deal Angers UNDP","414 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Science and Health;Chief plans 'caffeine high' for Caprivi","1000 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Kanalelo shines as gutsy Namibia beat Kenya","694 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Net widens in NHE scandal","787 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;Africa urged to end ethnic conflicts","734 words"," Africa News","","",
"Sharon Montgomery, The Namibian (Windhoek)","","","Namibia;North looks to tackle acute land degradation","800 words"," Africa News","","",
