"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Karen Davis, Mail and Guardian (Johannesburg)","","","Arts;Kwela music rights scandal","720 words"," Africa News","","",
"Andrew Worsdale, Mail and Guardian (Johannesburg)","","","Arts;Movie Created To Outrage","587 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts;Head First Into The Goo In South Africa","920 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Debate Is Steve Biko's Legacy","627 words"," Africa News","","",
"John Simpson, Mail and Guardian (Johannesburg)","","","Somalia;Violence Rules In Divided Mogadishu","1014 words"," Africa News","","",
"Graham Hopwood, Mail and Guardian (Johannesburg)","","","Namibia;Namibians Call For Death Penalty","320 words"," Africa News","","",
"Mail and Guardian Reporters, Mail and Guardian (Johannesburg)","","","South Africa;Mixed Plaudits For Public Protector's Baptism","614 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Assassin's Time To Talk Has Come","587 words"," Africa News","","",
"Rehanna Roussouw, Mail and Guardian (Johannesburg)","","","South Africa;Small Fish In A Sea Of Sharks","654 words"," Africa News","","",
"Rehanna Rossow, Mail and Guardian (Johannesburg)","","","South Africa;Paternoster Fisherfolk Left High And Dry","1587 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","South Africa;Labour Crisis Adds To University Woes","734 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Parliamentarians Face Grilling On Toxic Waste","947 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Constitution Debate: Political Waffle Versus Legal Reality","520 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Making The Constitution Harder To Change","894 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","Inkatha Freedom Party In A Tight Spot","1080 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Local Government Chapter Snarls ANC's Plans","1214 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Mandela Raps Communist Party For Criticism","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Leagues Away From Unity","800 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;ANC Stands To Lose As Ex-Deputy Minister Goes For Broke","1307 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;ANC Struggles To Find Identity In Western Cape","1214 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;It's Gospel, The Show Goes On","854 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;'Vested Interests' Backed Health Minister Criticism","614 words"," Africa News","","",
"Stefaans BrUmmer, Mail and Guardian (Johannesburg)","","","South Africa;Funders behind Failed Rescue Bid For Play","1267 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Official Who Greased Palms To Find Truth","934 words"," Africa News","","",
"Max Gebhardt, Mail and Guardian (Johannesburg)","","","South Africa;Censors Trash 'Crude' Movie","854 words"," Africa News","","",
"Staff Reporters, Mail and Guardian (Johannesburg)","","","South Africa;Tycoon Alleged To Have 'Helped' National Party Too","347 words"," Africa News","","",
"Eddie Koch and Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;General's Role In Massacre Probed","1174 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Subcommittee Head Calls for Crackdown on Nigerian Schemes","974 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Jutice Warns on Nigerian Fraud and Drug Traffiking","4040 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Commerce Official Cautions on Nigerian Business Dealings","3200 words"," Africa News","","",
"Africa News Service","","","United States and Africa; U.S. Official Lauds Ron Brown's Africa Record","1880 words"," Africa News","","",
"Human Rights Watch (New York)","","","Sudan; Rights Group Calls on Sudan to Open Secret Trials","1200 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Burundi; Military Restores Political Parties and National Assembly","494 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopia Prepares New Immigration Regulation","520 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Minister Says Italy Wishes To Return Axum Obelisk","280 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","2080 words"," Africa News","","",
"United Nations","","","Africa-at-Large; Secretary-General Urges More Support For African Development","1787 words"," Africa News","","",
"Sam Gonza, All Africa Press Service","","","Uganda;Child Defilement Prompts Awareness Campaign In Uganda","1200 words"," Africa News","","",
"APS Correspondent, All Africa Press Service","","","Madagascar;Guardian Of Madagascar's Third Republic Bows Out","1374 words"," Africa News","","",
"Joseph K'Amolo, All Africa Press Service","","","Africa-at-Large;African Traditions That Hold Key To The Future","1467 words"," Africa News","","",
"All Africa Press Service","","","Burundi;Pope, Burundian Leader Appeal For Calm","427 words"," Africa News","","",
"All Africa Press Service","","","Uganda and Sudan;Iranian Leader Restores Goodwill Between Uganda And Sudan","480 words"," Africa News","","",
"All Africa Press Service","","","Nigeria;New Christian-Muslim Violence In Nigeria","787 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Truth Commission Vows To Protect Apartheid Era Abusers","1107 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;African Christian Councils Review Operations","1147 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Churches Speak On Human Rights Advocacy","574 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Church Media Urged To Re-Shape Africa's Image","1147 words"," Africa News","","",
"All Africa Press Service","","","Tanzania;Civic Eeducation Programme Targets Tanzanian Public","1094 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Religious Leaders Differ On President Mandela's Romance","694 words"," Africa News","","",
"All Africa Press Service","","","Egypt;Another Copt Beheaded By Islamic Militants In Egypt","440 words"," Africa News","","",
"All Africa Press Service","","","Nigeria;Nigeria's Methodist Church Approves Ordination Of Women","400 words"," Africa News","","",
"United Nations","","","Zaire; Secretary-General Rejects Zaire's Allegations Against UNHCR","174 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Sports - General;Boxing: Zambian Goes For World Title","347 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian News Roundup","600 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopian Prosecutor Focuses on Corrupt Officials","254 words"," Africa News","","",
"The Post of Zambia (Lusaka)","","","Business;Zambia Won't Retaliate Against Unfair Trade","160 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia: Under-20 Squad To Break Into Two Training Camps","254 words"," Africa News","","",
"Zambian News Agency","","","Business;Zambian Farmers Call For Maize Purchase","240 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Secretary Christopher to Visit Africa October 7-15","494 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Zaire;Boutros-Ghali Phones Mobutu About His Health","347 words"," Africa News","","",
"Africa News Service","","","United States and Africa; U.S. Welcomes Decision To Restore Burundi Assembly","387 words"," Africa News","","",
"Panafrican News Agency","","","South Africa;Graca Machel Speaks On Romance With Mandela","360 words"," Africa News","","",
"Panafrican News Agency","","","Cameroon;Cameroon Gets New Prime Minister","347 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Nigeria Accuses Cameroon Of Aggression","574 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambican Politician's Wife Stabbed","454 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Science;First Africa Solar Car Race On The Cards","667 words"," Africa News","","",
"Panafrican News Agency","","","Sports - General;Mozambican Government Rewards Mutola","254 words"," Africa News","","",
"Panafrican News Agency","","","Arts;Southern Africa Film Festival Opens Friday","747 words"," Africa News","","",
"Goodson Machona, The Post of Zambia (Lusaka)","","","Zambia;Zambian 'Diplomats' Won't Need South African Visas","147 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia (Lusaka)","","","Sports - Soccer;Zambia, Oman Draw","240 words"," Africa News","","",
"Staff Reporter, The Post of Zambia","","","Zambia;Home Affairs Minister Confers With Buthelezi","160 words"," Africa News","","",
"Reuben Tonga, The Post of Zambia","","","Sports - General;Boxing: Zambian Boxer Out-Guns Opponent","240 words"," Africa News","","",
"Reuben Tonga and Peter Fredricks, The Post of Zambia","","","Sports - General;Track: Zambian Medalist Wins Circuit Meet","307 words"," Africa News","","",
"Goodson Machona, The Post of Zambia","","","Zambia;Civic Groups Hold Convention","414 words"," Africa News","","",
"Kunda Mwila, The Post of Zambia","","","Zambia;President Chiluba To Sue Opponent Kaunda","640 words"," Africa News","","",
"Goodson Machona, The Post of Zambia","","","Sports - General;Zambia: 200 Golfers Enter Viking Open","227 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenya Bans Local Liquor After 20 People Die Of Poisoning","294 words"," Africa News","","",
"Sam Mugo, PANA Correspondent, Panafrican News Agency","","","Kenya;Government Confirms Devil Worship In Kenya","520 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;South African Settlers Arrive in Mozambique","454 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Business;South African Company To Boost Mali's Gold Production","280 words"," Africa News","","",
"Panafrican News Agency","","","Business;Heavy Foreign Trading On Harare Stock Market","400 words"," Africa News","","",
"Ruth Nabakwe, PANA Correspondent, Panafrican News Agency","","","Kenya;Clamor For Constitutional Reforms In Kenya Heats Up","1000 words"," Africa News","","",
"Julius Zava, Mail and Guardian (Johannesburg)","","","Zimbabwe;Constitutional Changes Rile Zimbabweans","360 words"," Africa News","","",
"Chris McGreal, Mail and Guardian (Johannesburg)","","","Madagascar;Malagasy President Impeached","667 words"," Africa News","","",
"John Liebenberg, Mail and Guardian (Johannesburg)","","","Angola;Treasure-Seekers Find Only Trouble","1147 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Catholic Bishops Ready To Fight Abortion Law","880 words"," Africa News","","",
"Joshua Amupadhi, Mail and Guardian (Johannesburg)","","","South Africa;Student Congress Support Dwindles","587 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Pressure On Public Service Review","494 words"," Africa News","","",
"Stefaans BrUmmer, Mail and Guardian (Johannesburg)","","","South Africa;Why Generals Are Silent While De Kock Sings","1387 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Mandela Placates East Timorese From Sick Bed","854 words"," Africa News","","",
"Gaye Davis, Mail and Guardian (Johannesburg)","","","South Africa;Battle Begins As Pan Africanist Congress Plots New Route","360 words"," Africa News","","",
"Stefaans BrUmmer, Mail and Guardian (Johannesburg)","","","South Africa;The 'Long Knives' Are Out In The ANC","667 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;Health Director Takes Brain Drain Personally","787 words"," Africa News","","",
"Katy Bauer, Mail and Guardian (Johannesburg)","","","Business;South African Radio Station Goes For A Steal","707 words"," Africa News","","",
"Bart Luirink, Mail and Guardian (Johannesburg)","","","South Africa;Dutch Queen Offended By Adulterous Diplomat","467 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Inkatha Got Weapons From Police","574 words"," Africa News","","",
"Eddie Koch, Mail and Guardian (Johannesburg)","","","South Africa;Shocking Revelations From Charming Colonel","1387 words"," Africa News","","",
"Mail and Guardian Reporter, Mail and Guardian (Johannesburg)","","","South Africa;Bloemfontein Ironies For Mahomed","494 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;Van Heerden: Judge With A Low Profile","627 words"," Africa News","","",
