"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Dean Shakumbila, Post of Zambia (Lusaka)","","","Zambia;Magistrate calls for stiff rustling penalties","211 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Chiluba's treachery (Editorial)","559 words"," Africa News","","",
"Goodson Machona, Chilombo Mwondela and Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;FTJ's DNA to be adduced","444 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Political mood condusive for student unrest","549 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Magistrates strike enters second day","394 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Enabling environment (Editorial)","644 words"," Africa News","","",
"Washington Office on Africa","","","United States and Africa; NATIONAL ACTION WEEK FOR NIGERIA","1021 words"," Africa News","","",
"Washington Office on Africa","","","Nigeria; Hunger strike by Ogoni political prisoners","1162 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Auditor-General's Report on the TRC","330 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Liberia - Complex Emergency Situation Report","3806 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Four local projects receive U.S. grants","295 words"," Africa News","","",
"Ethiopian News Agency","","","East Africa;Ethio-Djibouti consultative committee meeting opens","196 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Arba Minich airport construction completed","334 words"," Africa News","","",
"Asfaw Gemmeda, Ethiopian News Agency","","","Ethiopia;Local research grant agreement signed","337 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi Tea On High Demand Despite Poor Quality","103 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Inflation Estimates Revised in Malawi","251 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Malawi Offered Stake In Mozambican Rail Corridor","259 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;New Bill Irks Industry","526 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Lesotho Has Many Environmental Problems","331 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;Three from Lesotho Train U.S. Military Course","278 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Mugabe Brigades In Lesotho","606 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Privatisation is expected to Bring New Challenges","585 words"," Africa News","","",
"Tsebo Mats'asa, Mopheme/The Survivor (Maseru)","","","Lesotho;Moleleki Sympathises With IEC Members","529 words"," Africa News","","",
"Tsebo Mats'asa, Mopheme/The Survivor (Maseru)","","","Lesotho;Women petition the King","466 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Company opens Lubumbashi outlet","257 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Cold Storage braces for K1.2bn expansion in Zambia","216 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Emerging businesses get tips","231 words"," Africa News","","",
"Edwin Musaika, Times of Zambia (Lusaka)","","","Business and Finance;Traded shares swell as Lusaka Exchange keeps growing","455 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Chiluba heads for Singapore","142 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Water project gets K7.3 billion more from Japan","487 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;67 riot suspects denied bail","559 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Magistrates strike paralyses Copperbelt","431 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Move with times, scribes urged","467 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Magistrates and Justices On Strike (Editorial)","467 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Fans given tips for cup game","101 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - General;Uganda eclipse Zambian cricketers","229 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;Rangers warned over referee's death threat","368 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Nkana fires striker Chola","254 words"," Africa News","","",
"Agnes Banda, Times of Zambia (Lusaka)","","","Zambia;70,000 street kids-A day in the life of one of them","765 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Munkulungwe farmers cry for electricity","233 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Parties infiltrate varsities","176 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Cabinet Office reconstruction on","421 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Help starving villagers - MP","180 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;All set to launch reforms dialogue","761 words"," Africa News","","",
"NATION Correspondents, The Nation (Nairobi)","","","Kenya;Leaders urge tough action","830 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Attacks: Police arrest Maitha","617 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Namibia, Germany to sign military pact","154 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;SA Breweries to challenge Namibian government","297 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;President seeks to counter stunted economic growth","435 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Epupa Dam gets 'green light'","477 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Government U-turn on genocide suspect","614 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;NUNW fear Politburo vacuum","434 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Science and Health;Plans afoot to rescue Namibia's wild dogs","335 words"," Africa News","","",
"Dennis Cavernelis, Cape Argus (Cape Town)","","","South Africa;Putting justice within community's reach","1043 words"," Africa News","","",
"Andrea Weiss and Michael Morris, Cape Argus (Cape Town)","","","South Africa;Mother of parties for Games D-Day","354 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Firms give city Games drive R90-m boost","151 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Banking at the Supermarket","393 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Exorcising the ghosts (Editorial)","312 words"," Africa News","","",
"Dennis Cavernelis, Cape Argus (Cape Town)","","","South Africa;Veronica: A-G to appeal","228 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Police Confirm 10 People Dead In Nigerian Violence","843 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Businessman Defrauds Kenyan Banks Of Millions","173 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Joburg's Immigrant Street Hawkers Vow To Fight Back","619 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Zambian Doctor Defends Use Of Banned AIDS Drug","357 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","Science and Health;In South Africa HIV Patients Are Shunned","429 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;US Troops Training Ugandan Troops","213 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Cotonou Hosts Union Of African Parliaments","430 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Mali Registers Alarming Spread Of AIDS","366 words"," Africa News","","",
"United Nations Information Service","","","Congo (Kinshasa); UN Investigative Team to Congo","346 words"," Africa News","","",
"United Nations Daily Highlights","","","Sierra Leone; Security Council to address Sierra Leone situation","183 words"," Africa News","","",
"The Carter Center","","","United States and Africa; Pres Carter's Report on Visit to Liberia","1880 words"," Africa News","","",
"Human Rights Watch (New York)","","","Rwanda; Groups Condemn Killings by Rwandan Soldiers","968 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Mali; CPJ Condemns Arrests of 15 Malian Journalists","305 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Manuscripts found in churches, monasteries","129 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Lalibela Airport opens to traffic","93 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Jimmy Carter to Visit Africa","125 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;111 State firms sold for K137.65bn","386 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Exchange controls woo Chinese bankers to Zambia","360 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Brewery brings in British expert","139 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian emerald body urged to attract investments","264 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Workers lock out managers","722 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Legal Reforms Needed (Editorial)","418 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;FRA scouts for more maize","314 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;'Repeal State Security Act'","494 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Chiluba in Singapore","190 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; News Release from the Truth Commission","346 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; NP on Olympic Bid And Host Bill","222 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Re: Mbeki on Combating Of Corruption","206 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Niger; CPJ Opposes Niger's Press Bill","369 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Guinea; CPJ Protests Arrest of 2 Journalists in Guinea","341 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Sierra Leone; ALERT - Two journalists detained and assaulted","361 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;Police gun down gang leader","268 words"," Africa News","","",
"NATION Correspondent, The Nation (Nairobi)","","","Kenya;32 charged over lost guns, violence","359 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Kenya;30 trained men held for attack","506 words"," Africa News","","",
"JOHNNY PEWA, The Nation (Nairobi)","","","Sports - Soccer;We aren't ready for the big league - Fabisch","392 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;Let them preach peace or shut up (Editorial)","378 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Nujoma showing 'signs of dictator' - DTA","493 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;Rapid population growth threatens North","419 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Queries over who employed 'incompetent' Rwandan doctor","455 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Leader of new party claims death threats","522 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;DTA calls for medicine probe","399 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;Student body breaks away from ruling party","475 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;Rapid population growth threatens North","418 words"," Africa News","","",
"United Nations Daily Highlights","","","East Africa; Appeal for Improved Tanzania - Burundi Ties","217 words"," Africa News","","",
